Core,Adverbial,Conditional,Relative
"['With the processed sales order, the reserved product, and adjusted policy, we compare inventory level and policy for an inventory above safety stock or inventory below safety stock.']",[],[],[]
"['From the inventory below safety stock, we notify responsible users.']",[],[],[]
"['Or, we adjust the replenishment list with the inventory below safety stock.']",[],[],[]
