Core,Adverbial,Conditional,Relative
"['First, we polish the leather.']",[],[],[]
['The polished leather is then transported to a processing factory.'],[],[],[]
['The processable leather is further processed for everyday products.'],[],[],[]
['we then prepare the products for the shipment.'],[],[],[]
