Core,Adverbial,Conditional,Relative
"['Based on the product requirements and specifications, product concepts are developed.']",[],[],[]
['These concepts are then analyzed.'],[],[],[]
['The best architectures are selected based on the analyzed concepts.'],[],[],[]
['The selected architectures are then synthesized into a concept.'],[],[],[]
